,China,US,China Fit,US Fit
1981,0.0016116035455278,0.370668815471394,,
1982,0.0020761245674740486,0.3550173010380623,,
1983,0.0037926675094816687,0.38179519595448796,,
1984,0.004990642545227698,0.36431690580162196,,
1985,0.0031662269129287598,0.38944591029023745,,
1986,0.002398081534772182,0.3369304556354916,,
1987,0.003339517625231911,0.3692022263450835,,
1988,0.007965242577842143,0.3552980931692011,,
1989,0.0044822949350067235,0.37808157776781715,,
1990,0.005222402305060328,0.359445344858635,,
1991,0.00540717679829592,0.35851220711125675,,
1992,0.004720255449118423,0.344717478828266,,
1993,0.011159015977681968,0.3083946233832108,,
1994,0.008504606661941885,0.32081266241436335,,
1995,0.013063212664673973,0.30853537030886746,,
1996,0.01913494119992027,0.30396651385290013,,
1997,0.020867391095297626,0.27646889123954227,,
1998,0.02452628988598146,0.2636371093429579,,
1999,0.02366338232918753,0.2667581973832983,,
2000,0.02865329512893983,0.25759312320916905,,
2001,0.03389940368161784,0.2502592688618097,,
2002,0.04702627939142462,0.2452005532503458,,
2003,0.06199474284580667,0.2532857213708278,,
2004,0.0837344398340249,0.24481327800829875,,
2005,0.09950401915512229,0.23967846759021721,,
2006,0.11228485565977597,0.2308229365874389,,
2007,0.12026787690945318,0.22728027451848573,,
2008,0.13887592679006586,0.22699227458910146,,
2009,0.16479628156274864,0.2186047485448683,,
2010,0.1609122584732341,0.21254355400696864,,
2011,0.1420014023840529,0.22245817890413702,,
2012,0.13835068673092896,0.219715262619043,,
2013,0.14398638204621494,0.21990256119274493,,
2014,0.17195979702592035,0.22092043651182383,0.1547306847232477,0.22453847940137428
2015,0.18396407694330386,0.22502477800926393,0.1811595280582594,0.22504803401921736
2016,0.21059954464963318,0.2299730162745594,0.20758837139327113,0.22555758863706044
2017,0.2195812215604306,0.21730605600976657,0.23401721472827575,0.2260671432549035
2018,0.26906632908973654,0.23094561349033846,0.26044605806328747,0.2265766978727466
2019,,,0.2868749013982992,0.22708625249058967
2020,,,0.3133037447333109,0.22759580710843275
2021,,,0.3397325880683155,0.22810536172627582
2022,,,0.36616143140332724,0.2286149163441189
2023,,,0.39259027473833896,0.22912447096196198
2024,,,0.4190191180733436,0.22963402557980506
2025,,,0.4454479614083553,0.23014358019764813
