year,china_keyword_share,us_keyword_share,eu_keyword_share,china_scibert_share,us_scibert_share,eu_scibert_share,china_scibert_cl_share,us_scibert_cl_share,eu_scibert_cl_share,china_scibert_cv_share,us_scibert_cv_share,eu_scibert_cv_share,china_scibert_ro_share,us_scibert_ro_share,eu_scibert_ro_share,china_elsevier_share,us_elsevier_share,eu_elsevier_share,china_scibert_not_cv_share,us_scibert_not_cv_share,eu_scibert_not_cv_share,china_keyword_count,us_keyword_count,eu_keyword_count,china_scibert_count,us_scibert_count,eu_scibert_count,china_scibert_cl_count,us_scibert_cl_count,eu_scibert_cl_count,china_scibert_cv_count,us_scibert_cv_count,eu_scibert_cv_count,china_scibert_ro_count,us_scibert_ro_count,eu_scibert_ro_count,china_elsevier_count,us_elsevier_count,eu_elsevier_count,china_scibert_not_cv_count,us_scibert_not_cv_count,eu_scibert_not_cv_count
2010,0.15743870983898028,0.17649563018055242,0.21513535171412115,0.20677339762728286,0.1432756114872858,0.2057594159465519,0.19306878860852267,0.13872892890796776,0.18128991728614804,0.21439039379757008,0.14527490190516712,0.21500496383491705,0.28812362397706975,0.09874132845926972,0.13105969343247623,0.14155341198407861,0.17502779072686198,0.21694696453544662,0.19981234211476,0.14425117286178274,0.20427282569469504,6287,7048,8591,18353,12717,18263,3688,2650,3463,4535,3073,4548,6936,2377,3155,7895,9762,12100,13842,9993,14151
2011,0.13890483022477285,0.18046389287422285,0.20836920133907222,0.19451118190573966,0.1452324756834563,0.20186700252955558,0.21174106924094674,0.13162150242563825,0.1643553682559906,0.18293393057110863,0.1510414333706607,0.21652855543113103,0.30468000295268327,0.09636819960138776,0.11747988484535321,0.12618706018992962,0.17425018788003005,0.2151397144223543,0.19222059595150645,0.14499737648780758,0.19821325011736765,5809,7547,8714,18378,13722,19073,4321,2686,3354,4084,3372,4834,8255,2611,3183,7388,10202,12596,13921,10501,14355
2012,0.13530316197606793,0.17030995833054793,0.20380150188292442,0.18146526289636325,0.14123627027754485,0.20321542076876092,0.1930507428679926,0.1278302558503821,0.17643708169174538,0.1804949053857351,0.14073611977542108,0.2081513828238719,0.29207568644188364,0.0984492815478731,0.1302461232038697,0.12495965399264089,0.16812988186689046,0.21178426182944934,0.17451568452622193,0.14338980303153118,0.2034124989867877,6072,7643,9146,17529,13643,19630,4067,2693,3717,4340,3384,5005,8212,2768,3662,7743,10418,13123,12918,10614,15057
2013,0.13776108894625674,0.16293657058735678,0.210001920163854,0.17126707100713784,0.1391054998555927,0.21348557989850228,0.1845962389380531,0.12827249262536874,0.17874262536873156,0.18667403053374887,0.12750009862321984,0.20939682038739202,0.28350035390977163,0.10516708266587192,0.14428342584658943,0.1292495934329745,0.16402075427863394,0.21643305196313792,0.16067327695674494,0.1442195985194391,0.21611325750412017,6457,7637,9843,16604,13486,20697,4005,2783,3878,4732,3232,5308,7610,2823,3873,8345,10590,13974,11894,10676,15998
2014,0.14888494419620085,0.16277978413009325,0.20354614270265858,0.17202720282604786,0.14318501517731547,0.21819374081164264,0.16735674487553034,0.13525532893727957,0.20600112457189593,0.20538000076420465,0.12422146650873103,0.206144205418211,0.2640668991889734,0.12110770265159473,0.17065176282724714,0.14424306234488982,0.1629991727457321,0.21135594494998872,0.15270523169743863,0.15111309739951398,0.22587357895030866,7297,7978,9976,16265,13538,20630,3274,2646,4030,5375,3251,5395,6284,2882,4061,9590,10837,14052,10934,10820,16173
2015,0.15585411119180181,0.1719115629791011,0.20299765996933752,0.16063134259361173,0.1517929865498492,0.22416184207629825,0.15340635853593373,0.14865081485439488,0.2094042212129308,0.20733598033654754,0.12304783512951409,0.20442427680090755,0.20868303802714744,0.14262770697337063,0.20578178427106,0.15040723981900453,0.1678129713423831,0.21167420814479637,0.1396827291856318,0.16409736005611186,0.2346550463370592,7726,8522,10063,14594,13791,20366,2871,2782,3919,5483,3254,5406,4028,2753,3972,9972,11126,14034,9360,10996,15724
2016,0.17211997273346966,0.17508721279923012,0.19064517422510927,0.17382642409782284,0.15370116313748883,0.21716671637339696,0.12484933071115904,0.1498445727336167,0.2245131002981666,0.2342713246462547,0.12271164761371813,0.19274122631705173,0.18160886458483236,0.1731903871060584,0.2483810620233127,0.1678534173885437,0.17179917456573995,0.19876940753170969,0.14640210688171693,0.16761814404658695,0.23053015556246217,8585,8733,9509,14571,12884,18204,1968,2362,3539,5861,3070,4822,2524,2407,3452,11103,11364,13148,8950,10247,14093
2017,0.1808133139349207,0.17511798729640538,0.1825875589936482,0.1862050666789719,0.15378847307461585,0.20727008444464953,0.14161310387725481,0.15806206372244108,0.2246872624231115,0.24583559308902145,0.12249167118617804,0.1816843573254823,0.19045987252415872,0.17154410252895622,0.24227263381536562,0.17956626506024095,0.17160757314974182,0.19290877796901892,0.15977785579777218,0.16919345057610674,0.220181290096071,10191,9870,10291,16141,13331,17967,2049,2287,3251,6346,3162,4690,2779,2503,3535,13041,12463,14010,10012,10602,13797
2018,0.194847130633822,0.17243446509346558,0.1649953675949643,0.20102628383407106,0.14988836225469074,0.18352657761761135,0.15306881587104773,0.14550526968381897,0.1903285802851829,0.27351991746813537,0.11574428433558522,0.15537954674032414,0.2013182312663979,0.16561080181736737,0.23747360337876752,0.19076512752125355,0.16895038061899206,0.17685169750513974,0.1664733416121945,0.16524515891319477,0.19828327351628708,14301,12656,12110,20528,15306,18741,2469,2347,3070,8219,3478,4669,3146,2588,3711,17166,15203,15914,12199,12109,14530
2019,0.20661764705882352,0.1651001705029838,0.14810315430520035,0.21638431013431014,0.15085088522588522,0.1700721153846154,0.14739349034136015,0.18452853488577226,0.2024345064831966,0.28885848205187925,0.10661154618766194,0.13793705784739002,0.21641791044776118,0.15499933958525955,0.21595562012944128,0.1991819132494887,0.1602950294751844,0.16158138760098836,0.1789836083853702,0.17269736842105263,0.18146465209634255,19389,15493,13898,22684,15814,17829,1671,2092,2295,9922,3662,4738,3277,2347,3270,21523,17321,17460,12841,12390,13019
2020,0.19620292561469033,0.11528166822284469,0.11808278867102397,0.22895385699189855,0.12891863332159212,0.17946460021134203,0.13763066202090593,0.18466898954703834,0.2421602787456446,0.3134062579496311,0.08191299923683541,0.12592215721190536,0.2122552116234997,0.1737207833228048,0.20593809222994314,0.20928601486884557,0.13438069855519708,0.15927900126244915,0.20255223320405355,0.13762041786563242,0.19116727136244213,3152,1852,1897,2600,1464,2038,79,106,139,1232,322,495,336,275,326,2984,1916,2271,1619,1100,1528
